"StichtagDatJahr","DatenstandCd","HundenameText","GebDatHundJahr","SexHundCd","SexHundLang","SexHundSort","AnzHunde"
2020,"D","Luisa",2016,"2","weiblich",2,1
2020,"D","Luise (Lerry)",2011,"2","weiblich",2,1
2020,"D","Luk",2017,"1","männlich",1,1
2020,"D","Lukas",2016,"1","männlich",1,1
2020,"D","Luke",2013,"1","männlich",1,1
2020,"D","Luke",2015,"1","männlich",1,1
2020,"D","Luke",2016,"1","männlich",1,2
2020,"D","Luki",2008,"1","männlich",1,1
2020,"D","Lukie",2015,"1","männlich",1,1
2020,"D","Lula",2010,"2","weiblich",2,1
2020,"D","Lula",2014,"1","männlich",1,1
2020,"D","Lullaby",2016,"2","weiblich",2,1
2020,"D","Lulu",2006,"2","weiblich",2,1
2020,"D","Lulu",2007,"2","weiblich",2,2
2020,"D","Lulu",2009,"1","männlich",1,1
2020,"D","Lulu",2011,"2","weiblich",2,1
2020,"D","Lulu",2012,"2","weiblich",2,1
2020,"D","Lulu",2013,"2","weiblich",2,1
2020,"D","Lulu",2016,"2","weiblich",2,3
2020,"D","Lulu",2017,"2","weiblich",2,1
2020,"D","Lulu",2018,"2","weiblich",2,1
2020,"D","Lulu (Babuschka-Lulu)",2016,"2","weiblich",2,1
2020,"D","Lulu (Juma)",2009,"2","weiblich",2,1
2020,"D","Lulu (White Paw)",2008,"2","weiblich",2,1
2020,"D","Lulu (ehemals Schweppes)",2011,"2","weiblich",2,1
2020,"D","Lulu-Blue",2017,"2","weiblich",2,1
2020,"D","Luma",2018,"2","weiblich",2,1
2020,"D","Lumen",2012,"2","weiblich",2,1
2020,"D","Lumi",2010,"2","weiblich",2,1
2020,"D","Lumi",2017,"1","männlich",1,3
2020,"D","Lumi (Iso Lumipoika)",2017,"1","männlich",1,1
2020,"D","Lumos",2014,"1","männlich",1,1
2020,"D","Lumpatz",2007,"2","weiblich",2,1
2020,"D","Luna",2003,"2","weiblich",2,2
2020,"D","Luna",2004,"2","weiblich",2,3
2020,"D","Luna",2005,"2","weiblich",2,2
2020,"D","Luna",2006,"2","weiblich",2,6
2020,"D","Luna",2007,"2","weiblich",2,5
2020,"D","Luna",2008,"2","weiblich",2,4
2020,"D","Luna",2009,"2","weiblich",2,3
2020,"D","Luna",2010,"2","weiblich",2,2
2020,"D","Luna",2011,"2","weiblich",2,6
2020,"D","Luna",2012,"2","weiblich",2,7
2020,"D","Luna",2013,"2","weiblich",2,11
2020,"D","Luna",2014,"2","weiblich",2,5
2020,"D","Luna",2015,"2","weiblich",2,5
2020,"D","Luna",2016,"2","weiblich",2,9
2020,"D","Luna",2017,"2","weiblich",2,3
2020,"D","Luna",2018,"2","weiblich",2,8
2020,"D","Luna",2019,"2","weiblich",2,7
2020,"D","Luna  Pihlik",2007,"2","weiblich",2,1
2020,"D","Luna (Adda Zentralschweiz)",2018,"2","weiblich",2,1
2020,"D","Luna (Clarissa)",2006,"2","weiblich",2,1
2020,"D","Luna (Indian Spirit)",2018,"2","weiblich",2,1
2020,"D","Luna (Josefine)",2014,"2","weiblich",2,1
2020,"D","Luna (Mona-Lisa)",2016,"2","weiblich",2,1
2020,"D","Luna (Rita)",2015,"2","weiblich",2,1
2020,"D","Luna (You are my Sunshine)",2017,"2","weiblich",2,1
2020,"D","Luna Kiara",2010,"2","weiblich",2,1
2020,"D","Luna Marley",2010,"2","weiblich",2,1
2020,"D","Luna Nina (Maedi)",2015,"2","weiblich",2,1
2020,"D","Luna Pizzica",2008,"2","weiblich",2,1
2020,"D","Lunetta",2016,"2","weiblich",2,1
2020,"D","Luni (Bella)",2016,"2","weiblich",2,1
2020,"D","Luno",2015,"1","männlich",1,1
2020,"D","Lupa",2007,"2","weiblich",2,1
2020,"D","Lupa",2009,"2","weiblich",2,1
2020,"D","Lupa",2014,"2","weiblich",2,1
2020,"D","Lupa",2015,"2","weiblich",2,1
2020,"D","Lupa",2016,"2","weiblich",2,1
2020,"D","Lupi",2014,"2","weiblich",2,1
2020,"D","Lupita",2009,"2","weiblich",2,1
2020,"D","Lupiter",2013,"1","männlich",1,1
2020,"D","Lupka",2015,"2","weiblich",2,1
2020,"D","Lupo",2009,"1","männlich",1,1
2020,"D","Lupo",2011,"1","männlich",1,1
2020,"D","Lupo",2013,"1","männlich",1,1
2020,"D","Lupo",2015,"1","männlich",1,1
2020,"D","Lupo",2016,"1","männlich",1,1
2020,"D","Lupo",2017,"1","männlich",1,1
2020,"D","Luppi",2008,"1","männlich",1,1
2020,"D","Lupus",2006,"1","männlich",1,1
2020,"D","Lusi",2013,"2","weiblich",2,1
2020,"D","Lussy",2010,"2","weiblich",2,1
2020,"D","Lussy",2011,"2","weiblich",2,1
2020,"D","Lussy von Arkewit",2019,"2","weiblich",2,1
2020,"D","Lusy",2010,"2","weiblich",2,1
2020,"D","Luuk",2019,"1","männlich",1,1
2020,"D","Luxia",2018,"2","weiblich",2,1
2020,"D","Luz (Mirlo)",2014,"1","männlich",1,1
2020,"D","Luzi",2007,"2","weiblich",2,1
2020,"D","Lya",2010,"2","weiblich",2,1
2020,"D","Lynn",2014,"2","weiblich",2,1
2020,"D","Lyno",2017,"1","männlich",1,1
2020,"D","Lynx",2005,"1","männlich",1,1
2020,"D","Lénor",2017,"1","männlich",1,1
2020,"D","Lümmel (Sophie)",2015,"2","weiblich",2,1
2020,"D","M for Mississippi",2009,"2","weiblich",2,1
2020,"D","M'Yuna",2019,"2","weiblich",2,1
2020,"D","Maca",2012,"2","weiblich",2,1
2020,"D","Macarena (Maca)",2019,"2","weiblich",2,1
2020,"D","Macchia",2008,"1","männlich",1,1
2020,"D","Maccho",2013,"1","männlich",1,1
2020,"D","Maccia",2014,"2","weiblich",2,1
2020,"D","Macho",2011,"1","männlich",1,1
2020,"D","Maciky (Lakshmi)",2012,"2","weiblich",2,1
2020,"D","Macqua",2006,"1","männlich",1,1
2020,"D","Macy",2017,"2","weiblich",2,1
2020,"D","Mad-Max from the Cute Gobblis",2016,"1","männlich",1,1
2020,"D","Maddison vom Piumerland",2015,"1","männlich",1,1
2020,"D","Maddox",2005,"1","männlich",1,1
2020,"D","Maddox",2012,"1","männlich",1,1
2020,"D","Maddox vom Sonnenbühl",2016,"1","männlich",1,1
2020,"D","Madiba",2015,"2","weiblich",2,1
2020,"D","Madox",2015,"1","männlich",1,1
2020,"D","Madox",2017,"1","männlich",1,1
2020,"D","Madurra",2012,"2","weiblich",2,1
2020,"D","Maebelle",2013,"2","weiblich",2,1
2020,"D","Maeggi",2011,"2","weiblich",2,1
2020,"D","Mafalda",2011,"2","weiblich",2,1
2020,"D","Magali",2014,"2","weiblich",2,1
2020,"D","Maggi",2008,"2","weiblich",2,1
2020,"D","Maggie",2005,"2","weiblich",2,1
2020,"D","Magnolia",2009,"2","weiblich",2,1
2020,"D","Magnolia Gardens Simply the b.",2017,"1","männlich",1,1
2020,"D","Magnus",2018,"1","männlich",1,1
2020,"D","Mahali",2009,"2","weiblich",2,1
2020,"D","Maia",2011,"2","weiblich",2,1
2020,"D","Maia Sofia",2019,"2","weiblich",2,1
2020,"D","Maiha",2005,"2","weiblich",2,1
2020,"D","Maika",2012,"2","weiblich",2,1
2020,"D","Maiki",2019,"1","männlich",1,1
2020,"D","Mailo",2010,"1","männlich",1,1
2020,"D","Maira",2012,"2","weiblich",2,1
2020,"D","Maisel",2017,"2","weiblich",2,1
2020,"D","Maisie (Dollarprinzessin)",2008,"2","weiblich",2,1
2020,"D","Maite",2012,"2","weiblich",2,1
2020,"D","Maitee",2004,"2","weiblich",2,1
2020,"D","Maja",2006,"2","weiblich",2,1
2020,"D","Maja",2009,"2","weiblich",2,1
2020,"D","Mala",2011,"2","weiblich",2,1
2020,"D","Mala",2015,"2","weiblich",2,1
2020,"D","Mala",2018,"2","weiblich",2,1
2020,"D","Mala von der Brausmatt",2014,"2","weiblich",2,1
2020,"D","Malakiki",2014,"2","weiblich",2,1
2020,"D","Mali",2009,"1","männlich",1,1
2020,"D","Mali",2014,"2","weiblich",2,1
2020,"D","Mali",2018,"2","weiblich",2,1
2020,"D","Mali von den Glücksbringer",2018,"1","männlich",1,1
2020,"D","Malibu",2014,"1","männlich",1,1
2020,"D","Malik",2015,"1","männlich",1,2
2020,"D","Malina",2012,"2","weiblich",2,1
2020,"D","Malisa",2016,"1","männlich",1,1
2020,"D","Maliya",2016,"2","weiblich",2,1
2020,"D","Maloney",2009,"1","männlich",1,1
2020,"D","Malu",2017,"2","weiblich",2,1
2020,"D","Malulka",2006,"2","weiblich",2,1
2020,"D","Mamba",2014,"1","männlich",1,1
2020,"D","Mambo",2011,"1","männlich",1,1
2020,"D","Mambo",2013,"1","männlich",1,1
2020,"D","Mambo / Toto",2018,"1","männlich",1,1
2020,"D","Mamy",2012,"2","weiblich",2,1
2020,"D","Man-Dara",2013,"2","weiblich",2,1
2020,"D","Manau",2017,"2","weiblich",2,1
2020,"D","Mandy",2012,"2","weiblich",2,1
2020,"D","Mangana",2009,"2","weiblich",2,1
2020,"D","Mango",2011,"2","weiblich",2,1
2020,"D","Mango",2016,"1","männlich",1,1
2020,"D","Mango",2019,"1","männlich",1,1
2020,"D","Manni",2019,"1","männlich",1,1
2020,"D","Manola",2008,"2","weiblich",2,1
2020,"D","Manor Lake Kiva",2016,"2","weiblich",2,1
2020,"D","Mar",2015,"2","weiblich",2,1
2020,"D","Mara",2007,"2","weiblich",2,1
2020,"D","Mara",2008,"2","weiblich",2,1
2020,"D","Mara",2016,"2","weiblich",2,2
2020,"D","Mara",2018,"2","weiblich",2,1
2020,"D","Marama",2007,"2","weiblich",2,1
2020,"D","Marcel",2011,"1","männlich",1,1
2020,"D","Marci",2014,"1","männlich",1,1
2020,"D","Marco Polo (Harry)",2019,"1","männlich",1,1
2020,"D","Marcy",2012,"2","weiblich",2,1
2020,"D","Margie (My little Margie)",2014,"2","weiblich",2,1
2020,"D","Margot",2012,"2","weiblich",2,1
2020,"D","Margot",2015,"2","weiblich",2,1
2020,"D","Mariglen Lalique",2019,"2","weiblich",2,1
2020,"D","Marla",2013,"2","weiblich",2,1
2020,"D","Marlay",2017,"1","männlich",1,1
2020,"D","Marley",2013,"1","männlich",1,3
2020,"D","Marley",2017,"1","männlich",1,1
2020,"D","Marley",2018,"1","männlich",1,1
2020,"D","Marley",2018,"2","weiblich",2,1
2020,"D","Marley",2019,"1","männlich",1,1
2020,"D","Marley (Urmel vom Käpflesberg)",2012,"1","männlich",1,1
2020,"D","Marlow",2014,"1","männlich",1,1
2020,"D","Maro",2010,"1","männlich",1,1
2020,"D","Maroan",2015,"1","männlich",1,1
2020,"D","Marra (Zeta v. Grimmenstein)",2010,"2","weiblich",2,1
2020,"D","Marroni",2007,"1","männlich",1,1
2020,"D","Mars",2018,"1","männlich",1,1
2020,"D","Marta",2018,"2","weiblich",2,1
2020,"D","Marta",2019,"2","weiblich",2,1
2020,"D","Marta (Lara)",2017,"2","weiblich",2,1
2020,"D","Martin",2008,"1","männlich",1,1
2020,"D","Martin Mc Fly",2015,"1","männlich",1,1
2020,"D","Martita",2006,"2","weiblich",2,1
2020,"D","Marty Mc Fly",2019,"1","männlich",1,1
2020,"D","Maru (Happy go Lucky)",2015,"2","weiblich",2,1
2020,"D","Marvin",2019,"1","männlich",1,2
2020,"D","Mary",2007,"2","weiblich",2,1
2020,"D","Mary",2016,"2","weiblich",2,1
2020,"D","Mary",2018,"2","weiblich",2,2
2020,"D","Mary Popins",2017,"2","weiblich",2,1
2020,"D","Mary Poppins (Poppy)",2009,"2","weiblich",2,1
2020,"D","Masa",2012,"2","weiblich",2,1
2020,"D","Masa",2013,"2","weiblich",2,1
2020,"D","Masa",2019,"2","weiblich",2,1
2020,"D","Mascha",2009,"2","weiblich",2,1
2020,"D","Mascha",2017,"2","weiblich",2,2
2020,"D","Mascha (Elena)",2017,"2","weiblich",2,1
2020,"D","Masha",2015,"2","weiblich",2,1
2020,"D","Masha",2018,"2","weiblich",2,1
2020,"D","Mashaba's Bagira",2016,"2","weiblich",2,1
2020,"D","Maspik",2014,"2","weiblich",2,1
2020,"D","Massimo (Massimiliano)",2018,"1","männlich",1,1
2020,"D","Mateo",2015,"1","männlich",1,1
2020,"D","Mathilda",2008,"2","weiblich",2,1
2020,"D","Mathilda",2009,"2","weiblich",2,1
2020,"D","Mathilda",2017,"2","weiblich",2,1
2020,"D","Mathilde",2019,"2","weiblich",2,1
2020,"D","Matilda",2013,"2","weiblich",2,1
2020,"D","Matteo",2009,"1","männlich",1,1
2020,"D","Matthias (Venado)",2006,"1","männlich",1,1
2020,"D","Maui",2012,"2","weiblich",2,1
2020,"D","Maui",2018,"1","männlich",1,1
2020,"D","Maurice",2010,"1","männlich",1,1
2020,"D","Mavi Mystic Winner",2017,"1","männlich",1,1
2020,"D","Mavra",2010,"2","weiblich",2,1
2020,"D","Max",2004,"1","männlich",1,1
2020,"D","Max",2007,"1","männlich",1,3
2020,"D","Max",2008,"1","männlich",1,2
2020,"D","Max",2010,"1","männlich",1,4
2020,"D","Max",2011,"1","männlich",1,2
2020,"D","Max",2013,"1","männlich",1,2
2020,"D","Max",2014,"1","männlich",1,1
2020,"D","Max",2015,"1","männlich",1,1
2020,"D","Max",2016,"1","männlich",1,1
2020,"D","Max",2017,"1","männlich",1,1
2020,"D","Max",2018,"1","männlich",1,2
2020,"D","Max",2019,"1","männlich",1,2
2020,"D","Max (Bandit Eiger Marmots)",2015,"1","männlich",1,1
2020,"D","Max (Finch Hatton Closeau)",2010,"1","männlich",1,1
2020,"D","Max (Hypo)",2016,"1","männlich",1,1
2020,"D","Max (Igor)",2006,"1","männlich",1,1
2020,"D","Max-Louis",2013,"1","männlich",1,1
2020,"D","Maxi",2004,"2","weiblich",2,1
2020,"D","Maxi",2015,"2","weiblich",2,1
2020,"D","Maxie",2009,"2","weiblich",2,1
2020,"D","Maxim",2015,"1","männlich",1,1
2020,"D","Maxime",2007,"1","männlich",1,1
2020,"D","Maxime",2018,"2","weiblich",2,1
2020,"D","Maxime",2019,"2","weiblich",2,1
2020,"D","Maximilian Jensen",2015,"1","männlich",1,1
2020,"D","Maximiliano",2011,"1","männlich",1,1
2020,"D","Maximus",2011,"1","männlich",1,1
2020,"D","Maxine",2011,"2","weiblich",2,1
2020,"D","Maxy Magic",2012,"1","männlich",1,1
2020,"D","May",2009,"2","weiblich",2,1
2020,"D","May",2014,"2","weiblich",2,1
2020,"D","May",2015,"2","weiblich",2,1
2020,"D","Maya",2007,"2","weiblich",2,1
2020,"D","Maya",2008,"2","weiblich",2,1
2020,"D","Maya",2011,"2","weiblich",2,2
2020,"D","Maya",2013,"2","weiblich",2,3
2020,"D","Maya",2014,"2","weiblich",2,2
2020,"D","Maya",2015,"2","weiblich",2,3
2020,"D","Maya",2016,"2","weiblich",2,1
2020,"D","Maya",2019,"2","weiblich",2,2
2020,"D","Maya (Mononoke)",2017,"2","weiblich",2,1
2020,"D","Maya (Nobody)",2018,"2","weiblich",2,1
2020,"D","Maya Taya",2016,"2","weiblich",2,1
2020,"D","Maya au pinceau",2016,"2","weiblich",2,1
2020,"D","Mayara",2018,"2","weiblich",2,1
2020,"D","Mayla",2014,"2","weiblich",2,1
2020,"D","Maylo",2007,"1","männlich",1,1
2020,"D","Mazel",2009,"2","weiblich",2,1
2020,"D","Mc Gee",2012,"1","männlich",1,1
2020,"D","Mea",2013,"2","weiblich",2,1
2020,"D","Medo",2012,"1","männlich",1,1
2020,"D","Medo",2017,"1","männlich",1,1
2020,"D","Meeko",2013,"1","männlich",1,1
2020,"D","Megghy",2016,"2","weiblich",2,1
2020,"D","Meggi",2015,"2","weiblich",2,1
2020,"D","Meggy",2018,"2","weiblich",2,1
2020,"D","Meila",2018,"2","weiblich",2,1
2020,"D","Meilo",2011,"1","männlich",1,1
2020,"D","Meita",2014,"2","weiblich",2,1
2020,"D","Meite",2012,"2","weiblich",2,1
2020,"D","Mel",2011,"2","weiblich",2,1
2020,"D","Mel (Firlefranz)",2015,"1","männlich",1,1
2020,"D","Mel Gomes",2016,"2","weiblich",2,1
2020,"D","Mel de Andrade",2010,"2","weiblich",2,1
2020,"D","Mela",2016,"2","weiblich",2,1
2020,"D","Mela",2018,"2","weiblich",2,1
2020,"D","Melba",2016,"2","weiblich",2,1
2020,"D","Melba",2019,"2","weiblich",2,1
2020,"D","Melezza River's Zahira",2017,"2","weiblich",2,1
2020,"D","Melli",2014,"2","weiblich",2,1
2020,"D","Mellon Frodo",2019,"1","männlich",1,1
2020,"D","Mellow",2015,"2","weiblich",2,1
2020,"D","Melo",2015,"1","männlich",1,1
2020,"D","Melody",2015,"2","weiblich",2,2
2020,"D","Melody of my heart",2014,"2","weiblich",2,1
2020,"D","Memphis",2011,"1","männlich",1,1
2020,"D","Mephisto",2014,"1","männlich",1,1
2020,"D","Mercury rising",2017,"1","männlich",1,1
2020,"D","Merino",2017,"1","männlich",1,1
2020,"D","Merkur",2007,"1","männlich",1,1
2020,"D","Merle Golden v. Schlossguet",2009,"2","weiblich",2,1
2020,"D","Merlin",2006,"1","männlich",1,1
2020,"D","Merlin",2008,"1","männlich",1,4
2020,"D","Merlin",2010,"1","männlich",1,1
2020,"D","Merlin",2012,"1","männlich",1,2
2020,"D","Merlin",2013,"1","männlich",1,1
2020,"D","Merlin",2016,"1","männlich",1,2
2020,"D","Merlin",2017,"1","männlich",1,1
2020,"D","Merlin",2019,"1","männlich",1,1
2020,"D","Merlino",2013,"1","männlich",1,1
2020,"D","Merlo",2014,"1","männlich",1,1
2020,"D","Merlot",2015,"1","männlich",1,1
2020,"D","Merlot",2017,"1","männlich",1,1
2020,"D","Merly (Rocky)",2011,"1","männlich",1,1
2020,"D","Merlyn",2009,"1","männlich",1,1
2020,"D","Merquen",2011,"1","männlich",1,1
2020,"D","Merry",2014,"2","weiblich",2,1
2020,"D","Meti",2012,"2","weiblich",2,1
2020,"D","Mex",2006,"1","männlich",1,2
2020,"D","Mex",2014,"1","männlich",1,1
2020,"D","Mex von Herrenwis",2013,"1","männlich",1,1
2020,"D","MiYu",2012,"2","weiblich",2,1
2020,"D","Mia",2008,"2","weiblich",2,3
2020,"D","Mia",2009,"2","weiblich",2,2
2020,"D","Mia",2010,"2","weiblich",2,1
2020,"D","Mia",2011,"2","weiblich",2,2
2020,"D","Mia",2012,"2","weiblich",2,3
2020,"D","Mia",2014,"2","weiblich",2,4
2020,"D","Mia",2015,"2","weiblich",2,4
2020,"D","Mia",2016,"2","weiblich",2,1
2020,"D","Mia",2017,"2","weiblich",2,5
2020,"D","Mia",2018,"2","weiblich",2,5
2020,"D","Mia",2019,"2","weiblich",2,1
2020,"D","Mia (Chica)",2018,"2","weiblich",2,1
2020,"D","Mia Boston",2016,"2","weiblich",2,1
2020,"D","Mia-Minouche",2017,"2","weiblich",2,1
2020,"D","Mica",2009,"2","weiblich",2,1
2020,"D","Mica",2012,"2","weiblich",2,1
2020,"D","Mica",2014,"2","weiblich",2,1
2020,"D","Mica",2018,"1","männlich",1,1
2020,"D","Michelle",2007,"2","weiblich",2,1
2020,"D","Michi",2018,"2","weiblich",2,1
2020,"D","Michigammee",2011,"2","weiblich",2,1
2020,"D","Mici",2013,"2","weiblich",2,1
2020,"D","Mickey",2006,"1","männlich",1,1
2020,"D","Mickey",2010,"1","männlich",1,1
2020,"D","Mickey",2012,"1","männlich",1,1
2020,"D","Mickey",2014,"1","männlich",1,1
2020,"D","Mickey",2017,"1","männlich",1,2
2020,"D","Mickey",2019,"1","männlich",1,2
2020,"D","Micky",2005,"1","männlich",1,1
2020,"D","Micky",2011,"2","weiblich",2,1
2020,"D","Micky",2012,"1","männlich",1,1
2020,"D","Micky",2013,"1","männlich",1,1
2020,"D","Micra",2013,"2","weiblich",2,1
2020,"D","Miel",2012,"2","weiblich",2,1
2020,"D","Migi",2010,"1","männlich",1,1
2020,"D","Migo",2018,"1","männlich",1,1
2020,"D","Miguita",2006,"2","weiblich",2,1
2020,"D","Miigo",2010,"2","weiblich",2,1
2020,"D","Mija",2018,"2","weiblich",2,1
2020,"D","Mika",2016,"2","weiblich",2,1
2020,"D","Mikah",2018,"2","weiblich",2,1
2020,"D","Mike",2006,"1","männlich",1,1
2020,"D","Mike",2017,"1","männlich",1,1
2020,"D","Miki",2005,"1","männlich",1,1
2020,"D","Miki",2019,"1","männlich",1,1
2020,"D","Miki (Dzembi Tenshi)",2018,"2","weiblich",2,1
2020,"D","Mikie",2016,"1","männlich",1,1
2020,"D","Mikis",2008,"1","männlich",1,1
2020,"D","Mikosh",2016,"1","männlich",1,1
2020,"D","Miku",2017,"1","männlich",1,1
2020,"D","Miky",2012,"1","männlich",1,1
2020,"D","Mila",2010,"2","weiblich",2,2
2020,"D","Mila",2012,"2","weiblich",2,2
2020,"D","Mila",2013,"2","weiblich",2,1
2020,"D","Mila",2014,"2","weiblich",2,2
2020,"D","Mila",2016,"2","weiblich",2,2
2020,"D","Mila",2017,"2","weiblich",2,3
2020,"D","Mila",2018,"2","weiblich",2,1
2020,"D","Mila",2019,"2","weiblich",2,1
2020,"D","Mila (Ka-Ya-Bag Hi-lin Shari)",2012,"2","weiblich",2,1
2020,"D","Mila (Milargo)",2007,"2","weiblich",2,1
2020,"D","Mila (Tedina)",2015,"2","weiblich",2,1
2020,"D","Milan Fox",2017,"1","männlich",1,1
2020,"D","Mile",2009,"1","männlich",1,1
2020,"D","Miles",2012,"1","männlich",1,2
2020,"D","Miles",2017,"1","männlich",1,1
2020,"D","Miles",2017,"2","weiblich",2,1
2020,"D","Miles (Xerex)",2018,"1","männlich",1,1
2020,"D","Mili",2013,"2","weiblich",2,1
2020,"D","Mili",2015,"2","weiblich",2,1
2020,"D","Mili",2017,"2","weiblich",2,1
2020,"D","Milka",2004,"2","weiblich",2,1
2020,"D","Milka",2011,"2","weiblich",2,1
2020,"D","Milka",2019,"2","weiblich",2,1
2020,"D","Milky",2010,"2","weiblich",2,1
2020,"D","Milla",2016,"2","weiblich",2,1
2020,"D","Millie",2008,"2","weiblich",2,2
2020,"D","Millie",2011,"2","weiblich",2,1
2020,"D","Millie",2013,"2","weiblich",2,1
2020,"D","Millie",2018,"2","weiblich",2,1
2020,"D","Millo",2015,"1","männlich",1,1
2020,"D","Millo",2018,"1","männlich",1,1
2020,"D","Millriver's Aphaia Anais",2016,"2","weiblich",2,1
2020,"D","Millriver's Artemis",2016,"2","weiblich",2,1
2020,"D","Milly",2016,"2","weiblich",2,1
2020,"D","Milo",2006,"1","männlich",1,1
2020,"D","Milo",2007,"1","männlich",1,1
2020,"D","Milo",2008,"1","männlich",1,2
2020,"D","Milo",2010,"1","männlich",1,1
2020,"D","Milo",2011,"1","männlich",1,1
2020,"D","Milo",2013,"1","männlich",1,2
2020,"D","Milo",2013,"2","weiblich",2,1
2020,"D","Milo",2014,"1","männlich",1,5
2020,"D","Milo",2015,"1","männlich",1,1
2020,"D","Milo",2016,"1","männlich",1,3
2020,"D","Milo",2017,"1","männlich",1,1
2020,"D","Milo",2018,"1","männlich",1,4
2020,"D","Milo",2019,"1","männlich",1,2
2020,"D","Milo (Romeo)",2016,"1","männlich",1,1
2020,"D","Milo (Tom)",2005,"1","männlich",1,1
2020,"D","Milos",2015,"1","männlich",1,1
2020,"D","Milou",2008,"1","männlich",1,1
2020,"D","Milou",2009,"2","weiblich",2,1
2020,"D","Milou",2016,"1","männlich",1,1
2020,"D","Milou (Angel)",2012,"1","männlich",1,1
2020,"D","Milow",2011,"1","männlich",1,1
2020,"D","Milow",2012,"1","männlich",1,1
2020,"D","Milow (Pogo)",2015,"1","männlich",1,1
2020,"D","Milpa",2014,"2","weiblich",2,1
2020,"D","Milton",2019,"1","männlich",1,1
2020,"D","Milvi del tesoro d'oro",2014,"2","weiblich",2,1
2020,"D","Mima",2009,"2","weiblich",2,1
2020,"D","Mima",2011,"2","weiblich",2,1
2020,"D","Mimi",2006,"2","weiblich",2,1
2020,"D","Mimi",2007,"2","weiblich",2,1
2020,"D","Mimi",2009,"2","weiblich",2,1
2020,"D","Mimi",2010,"2","weiblich",2,1
2020,"D","Mimi",2012,"2","weiblich",2,1
2020,"D","Mimi",2013,"2","weiblich",2,1
2020,"D","Mimi",2014,"2","weiblich",2,1
2020,"D","Mimi",2015,"2","weiblich",2,2
2020,"D","Mimi",2017,"2","weiblich",2,2
2020,"D","Mimi",2018,"2","weiblich",2,1
2020,"D","Mimi",2019,"2","weiblich",2,1
2020,"D","Mimica",2011,"2","weiblich",2,1
2020,"D","Mimo",2010,"1","männlich",1,1
2020,"D","Mina",2007,"2","weiblich",2,1
2020,"D","Mina",2010,"2","weiblich",2,1
2020,"D","Mina",2016,"2","weiblich",2,2
2020,"D","Mina (Sina)",2010,"2","weiblich",2,1
2020,"D","Minca (Leila)",2015,"2","weiblich",2,1
2020,"D","Mineo",2011,"1","männlich",1,1
2020,"D","Mingo",2016,"1","männlich",1,1
2020,"D","Mini",2004,"1","männlich",1,1
2020,"D","Mini",2009,"2","weiblich",2,1
2020,"D","Mini",2017,"2","weiblich",2,1
2020,"D","Mini (Rhonda)",2005,"2","weiblich",2,1
2020,"D","Mini K",2014,"2","weiblich",2,1
2020,"D","Minie",2009,"2","weiblich",2,1
2020,"D","Minna (Asia)",2018,"2","weiblich",2,1
2020,"D","Minnie",2009,"2","weiblich",2,1
2020,"D","Minnie",2016,"2","weiblich",2,1
2020,"D","Minnie of Maryon's Home",2018,"2","weiblich",2,1
2020,"D","Minny Diamund",2016,"1","männlich",1,1
2020,"D","Minou",2018,"2","weiblich",2,1
2020,"D","Minu",2011,"1","männlich",1,1
2020,"D","Minu",2012,"1","männlich",1,1
2020,"D","Minu-Filu",2007,"1","männlich",1,1
2020,"D","Minusch",2010,"2","weiblich",2,1
2020,"D","Minza",2017,"2","weiblich",2,1
2020,"D","Mio",2016,"1","männlich",1,1
2020,"D","Mira",2005,"2","weiblich",2,1
2020,"D","Mira",2009,"2","weiblich",2,1
2020,"D","Mira",2012,"2","weiblich",2,1
2020,"D","Mira",2014,"2","weiblich",2,1
2020,"D","Mira",2016,"2","weiblich",2,1
2020,"D","Mira",2019,"2","weiblich",2,3
2020,"D","Mira (Faby)",2017,"2","weiblich",2,1
2020,"D","Mira (Griccia)",2012,"2","weiblich",2,1
2020,"D","Mira-Bella",2006,"2","weiblich",2,1
2020,"D","Miranda",2011,"2","weiblich",2,1
2020,"D","Mirco",2019,"1","männlich",1,1
2020,"D","Mireyna",2015,"2","weiblich",2,1
2020,"D","Mirkwood Paddy",2010,"1","männlich",1,1
2020,"D","Miro",2006,"1","männlich",1,1
2020,"D","Miro",2009,"1","männlich",1,2
2020,"D","Miro",2011,"1","männlich",1,1
2020,"D","Miro",2012,"1","männlich",1,2
2020,"D","Miro",2013,"1","männlich",1,1
2020,"D","Miro",2014,"1","männlich",1,1
2020,"D","Miro",2015,"1","männlich",1,1
2020,"D","Miro (Junior Staff Chief)",2018,"1","männlich",1,1
2020,"D","Miro (Willy)",2011,"1","männlich",1,1
2020,"D","Mischa",2007,"2","weiblich",2,1
2020,"D","Mischa",2008,"1","männlich",1,1
2020,"D","Mischa",2010,"2","weiblich",2,1
2020,"D","Mischka",2015,"2","weiblich",2,1
2020,"D","Mischka (Benny)",2017,"1","männlich",1,1
2020,"D","Misha",2017,"1","männlich",1,1
2020,"D","Misha",2019,"2","weiblich",2,1
2020,"D","Mishek",2015,"1","männlich",1,1
2020,"D","Mishka",2011,"2","weiblich",2,1
2020,"D","Misi",2008,"2","weiblich",2,1
2020,"D","Misia",2018,"2","weiblich",2,1
2020,"D","Misko",2019,"1","männlich",1,1
2020,"D","Misky",2007,"2","weiblich",2,1
2020,"D","Miss Kika",2016,"2","weiblich",2,1
2020,"D","Miss Moneypenny",2012,"2","weiblich",2,1
