"StichtagDatJahr","DatenstandCd","HundenameText","GebDatHundJahr","SexHundCd","SexHundLang","SexHundSort","AnzHunde"
2017,"D","Broccoli",2005,"1","männlich",1,1
2017,"D","Brok",2010,"1","männlich",1,1
2017,"D","Bronx (Sirco)",2005,"1","männlich",1,1
2017,"D","Brooke",2009,"2","weiblich",2,1
2017,"D","Brownie",2011,"1","männlich",1,1
2017,"D","Brownie",2013,"1","männlich",1,1
2017,"D","Brownie",2016,"1","männlich",1,1
2017,"D","Browny",2009,"1","männlich",1,1
2017,"D","Bruce",2007,"1","männlich",1,1
2017,"D","Bruce (Tysson)",2011,"1","männlich",1,1
2017,"D","Bruce (Wels Fargo)",2009,"1","männlich",1,1
2017,"D","Brumi",2004,"1","männlich",1,1
2017,"D","Bruno",2014,"1","männlich",1,3
2017,"D","Bruno",2015,"1","männlich",1,1
2017,"D","Bruno",2016,"1","männlich",1,1
2017,"D","Bruno (Ramsès)",2016,"1","männlich",1,1
2017,"D","Brutus vom goldenen Kelsch",2011,"1","männlich",1,1
2017,"D","Bryn",2009,"2","weiblich",2,1
2017,"D","Brünett",2015,"2","weiblich",2,1
2017,"D","Bubi",2004,"1","männlich",1,1
2017,"D","Bubi",2006,"1","männlich",1,1
2017,"D","Bubi",2011,"1","männlich",1,1
2017,"D","Bubi",2015,"1","männlich",1,1
2017,"D","Bubi-Verni",2008,"1","männlich",1,1
2017,"D","Bublik",2005,"1","männlich",1,1
2017,"D","Bubu",2005,"1","männlich",1,1
2017,"D","Bubu",2008,"1","männlich",1,1
2017,"D","Bubu",2009,"1","männlich",1,1
2017,"D","Bubu",2011,"2","weiblich",2,1
2017,"D","Bubu",2014,"1","männlich",1,1
2017,"D","Bucca",2007,"2","weiblich",2,1
2017,"D","Buccio",2012,"1","männlich",1,1
2017,"D","Buchica",2005,"2","weiblich",2,1
2017,"D","Bucho",2010,"1","männlich",1,1
2017,"D","Buco",2010,"1","männlich",1,1
2017,"D","Buddy",2000,"1","männlich",1,1
2017,"D","Buddy",2001,"1","männlich",1,1
2017,"D","Buddy",2007,"1","männlich",1,2
2017,"D","Buddy",2008,"1","männlich",1,1
2017,"D","Buddy",2009,"1","männlich",1,2
2017,"D","Buddy",2011,"1","männlich",1,1
2017,"D","Buddy",2013,"1","männlich",1,2
2017,"D","Buddy",2014,"1","männlich",1,1
2017,"D","Buddy",2015,"1","männlich",1,1
2017,"D","Buddy",2016,"1","männlich",1,4
2017,"D","Buddy (Damian)",2011,"1","männlich",1,1
2017,"D","Bufo",2013,"1","männlich",1,1
2017,"D","Bugsy",2013,"1","männlich",1,1
2017,"D","Bunga",2005,"2","weiblich",2,1
2017,"D","Bunia",2013,"2","weiblich",2,1
2017,"D","Bunny",2010,"2","weiblich",2,1
2017,"D","Buran v. Kreuzberger Hof",2008,"1","männlich",1,1
2017,"D","Buri",2007,"2","weiblich",2,1
2017,"D","Burton",2013,"1","männlich",1,1
2017,"D","Buscheli",2009,"2","weiblich",2,1
2017,"D","Busik",2012,"1","männlich",1,1
2017,"D","Buster",2010,"1","männlich",1,1
2017,"D","Buster",2011,"1","männlich",1,1
2017,"D","Buster",2014,"1","männlich",1,1
2017,"D","Buster",2015,"1","männlich",1,1
2017,"D","Butch",2005,"1","männlich",1,1
2017,"D","Butch",2015,"1","männlich",1,1
2017,"D","Butzzi",2016,"1","männlich",1,1
2017,"D","Buzz",2007,"1","männlich",1,1
2017,"D","Byetti",2011,"2","weiblich",2,1
2017,"D","Bänz (Eros)",2010,"1","männlich",1,1
2017,"D","Bär",2005,"1","männlich",1,1
2017,"D","Bär (Tumainia Charming Baer)",2012,"1","männlich",1,1
2017,"D","Bärli",2012,"1","männlich",1,1
2017,"D","Bärli ( Böbbelsen)",2012,"2","weiblich",2,1
2017,"D","Bébé",2005,"1","männlich",1,1
2017,"D","C'est Ci Bonne",2009,"2","weiblich",2,1
2017,"D","Cacau (Chubby)",2012,"1","männlich",1,1
2017,"D","Cachaca",2013,"2","weiblich",2,1
2017,"D","Cachou",2008,"2","weiblich",2,1
2017,"D","Cador",2003,"1","männlich",1,1
2017,"D","Caila",2008,"2","weiblich",2,1
2017,"D","Caja",2010,"2","weiblich",2,1
2017,"D","Cajus",2012,"1","männlich",1,1
2017,"D","Caki",2009,"1","männlich",1,1
2017,"D","Calan",2009,"1","männlich",1,1
2017,"D","Cali",2009,"2","weiblich",2,1
2017,"D","Cali",2012,"2","weiblich",2,1
2017,"D","Calimero",2010,"1","männlich",1,1
2017,"D","Calimero",2013,"1","männlich",1,1
2017,"D","Calinda",2016,"2","weiblich",2,1
2017,"D","Calinero",2013,"1","männlich",1,1
2017,"D","Caliope",2013,"2","weiblich",2,1
2017,"D","Callista",2010,"2","weiblich",2,1
2017,"D","Calou",2006,"1","männlich",1,1
2017,"D","Calvin",2006,"1","männlich",1,1
2017,"D","Camena",2006,"2","weiblich",2,1
2017,"D","Camila",2006,"2","weiblich",2,1
2017,"D","Camilla",2001,"2","weiblich",2,1
2017,"D","Camino",2004,"1","männlich",1,1
2017,"D","Camino",2014,"1","männlich",1,1
2017,"D","Camira",2013,"2","weiblich",2,1
2017,"D","Cammy",2013,"2","weiblich",2,1
2017,"D","Campina",2009,"2","weiblich",2,1
2017,"D","Canchu",2013,"1","männlich",1,1
2017,"D","Candy",2001,"1","männlich",1,1
2017,"D","Candy",2003,"2","weiblich",2,1
2017,"D","Candy",2005,"2","weiblich",2,1
2017,"D","Candy",2011,"2","weiblich",2,1
2017,"D","Candy",2015,"2","weiblich",2,1
2017,"D","Candy (Mara)",2014,"2","weiblich",2,1
2017,"D","Candy Beggar II",2013,"1","männlich",1,1
2017,"D","Candy vom Wolfszauber",2013,"2","weiblich",2,1
2017,"D","Canela",2003,"2","weiblich",2,1
2017,"D","Canela",2006,"2","weiblich",2,1
2017,"D","Canelle",2007,"2","weiblich",2,1
2017,"D","Canica",2013,"2","weiblich",2,1
2017,"D","Cannel",2011,"1","männlich",1,1
2017,"D","Cannelle",2005,"2","weiblich",2,1
2017,"D","Cano",2007,"1","männlich",1,1
2017,"D","Cansu",2009,"2","weiblich",2,1
2017,"D","Capengo",2007,"1","männlich",1,1
2017,"D","Capi",2007,"2","weiblich",2,1
2017,"D","Capitan",2004,"1","männlich",1,1
2017,"D","Capo Wayn",2016,"1","männlich",1,1
2017,"D","Capo v. Studerwilen",2009,"1","männlich",1,1
2017,"D","Capone",2006,"1","männlich",1,1
2017,"D","Cappi",2011,"1","männlich",1,1
2017,"D","Capucina",2013,"2","weiblich",2,1
2017,"D","Cara",2006,"2","weiblich",2,1
2017,"D","Cara",2012,"2","weiblich",2,1
2017,"D","Cara",2013,"2","weiblich",2,2
2017,"D","Cara (Petite Maria)",2004,"2","weiblich",2,1
2017,"D","Caramel",2002,"2","weiblich",2,1
2017,"D","Caramel (Angel)",2012,"2","weiblich",2,1
2017,"D","Carino",2002,"1","männlich",1,1
2017,"D","Carla",2008,"2","weiblich",2,1
2017,"D","Carlitos",2009,"1","männlich",1,1
2017,"D","Carlitos",2010,"1","männlich",1,1
2017,"D","Carlo",1999,"1","männlich",1,1
2017,"D","Carlos",2008,"1","männlich",1,1
2017,"D","Carly",2012,"1","männlich",1,1
2017,"D","Carmel",2008,"1","männlich",1,1
2017,"D","Carmelita",2014,"2","weiblich",2,1
2017,"D","Carmella",2004,"2","weiblich",2,1
2017,"D","Carol",2016,"2","weiblich",2,1
2017,"D","Carolina",2008,"2","weiblich",2,1
2017,"D","Carrie",2004,"2","weiblich",2,1
2017,"D","Carrie",2011,"2","weiblich",2,1
2017,"D","Carry",2014,"2","weiblich",2,1
2017,"D","Cartouche",2004,"2","weiblich",2,1
2017,"D","Caruso",2000,"1","männlich",1,1
2017,"D","Caruso",2004,"1","männlich",1,1
2017,"D","Caruso",2009,"1","männlich",1,1
2017,"D","Caruso",2012,"1","männlich",1,1
2017,"D","Casa Rastys Bonito Bicho",2015,"1","männlich",1,1
2017,"D","Casanova",2005,"1","männlich",1,1
2017,"D","Casanova",2008,"1","männlich",1,1
2017,"D","Casey",2014,"1","männlich",1,1
2017,"D","Casey Chaya",2015,"2","weiblich",2,1
2017,"D","Cash",2012,"1","männlich",1,1
2017,"D","Cash vom blauen Mistral",2010,"1","männlich",1,1
2017,"D","Casima",2011,"2","weiblich",2,1
2017,"D","Casimo",2011,"1","männlich",1,1
2017,"D","Casper",2009,"1","männlich",1,1
2017,"D","Casper",2014,"1","männlich",1,1
2017,"D","Cassie",2013,"2","weiblich",2,1
2017,"D","Cassius",2007,"1","männlich",1,1
2017,"D","Cassy (Kassady little rose)",2007,"2","weiblich",2,1
2017,"D","Castello vom Gestüt Palmberg",2016,"1","männlich",1,1
2017,"D","Catalina",2006,"2","weiblich",2,1
2017,"D","Caviperro Eron",2015,"1","männlich",1,1
2017,"D","Cayman Turkish Diamond",2016,"1","männlich",1,1
2017,"D","Cayo",2016,"1","männlich",1,1
2017,"D","CeCe",2013,"2","weiblich",2,1
2017,"D","Cebolla",2007,"2","weiblich",2,1
2017,"D","Ceca",2006,"2","weiblich",2,1
2017,"D","Ceila",2005,"2","weiblich",2,1
2017,"D","Celaya",2013,"2","weiblich",2,1
2017,"D","Celia",2012,"2","weiblich",2,2
2017,"D","Celine",2007,"2","weiblich",2,1
2017,"D","Celis",2007,"2","weiblich",2,1
2017,"D","Cen",2004,"1","männlich",1,1
2017,"D","Cenndy",2012,"2","weiblich",2,1
2017,"D","Ceres",2003,"1","männlich",1,1
2017,"D","Cert",2008,"1","männlich",1,1
2017,"D","Cesar",2012,"1","männlich",1,2
2017,"D","Cha-Cha-Cha",2009,"2","weiblich",2,1
2017,"D","Chabo",2016,"1","männlich",1,1
2017,"D","Chadisha Nanouk",2009,"2","weiblich",2,1
2017,"D","Chai",2006,"2","weiblich",2,1
2017,"D","Chai",2016,"1","männlich",1,1
2017,"D","Chakori",2015,"1","männlich",1,1
2017,"D","Chalia",2003,"2","weiblich",2,1
2017,"D","Champ",2010,"1","männlich",1,1
2017,"D","Chan (Phoenix)",2015,"1","männlich",1,1
2017,"D","Chanda",2004,"2","weiblich",2,1
2017,"D","Chandar",2007,"1","männlich",1,1
2017,"D","Chanel",2004,"2","weiblich",2,1
2017,"D","Chanel",2006,"2","weiblich",2,1
2017,"D","Chanel",2011,"2","weiblich",2,1
2017,"D","Chanel",2012,"2","weiblich",2,1
2017,"D","Chanel",2013,"2","weiblich",2,2
2017,"D","Chanel",2014,"2","weiblich",2,1
2017,"D","Chanel",2016,"2","weiblich",2,1
2017,"D","Chanelle",2011,"2","weiblich",2,1
2017,"D","Chanelle",2012,"2","weiblich",2,1
2017,"D","Channel",2015,"2","weiblich",2,1
2017,"D","Chantal",2014,"2","weiblich",2,1
2017,"D","Chap",2004,"1","männlich",1,1
2017,"D","Chap",2015,"1","männlich",1,1
2017,"D","Chaplin",2014,"1","männlich",1,1
2017,"D","Chaplin",2016,"1","männlich",1,1
2017,"D","Chara",2004,"2","weiblich",2,1
2017,"D","Charlet",2007,"2","weiblich",2,1
2017,"D","Charlie",2004,"1","männlich",1,1
2017,"D","Charlie",2006,"1","männlich",1,2
2017,"D","Charlie",2011,"1","männlich",1,2
2017,"D","Charlie",2012,"1","männlich",1,2
2017,"D","Charlie",2012,"2","weiblich",2,1
2017,"D","Charlie",2013,"1","männlich",1,1
2017,"D","Charlie",2014,"1","männlich",1,2
2017,"D","Charlie",2016,"1","männlich",1,1
2017,"D","Charlie (Milka)",2006,"2","weiblich",2,1
2017,"D","Charlie (Taro)",2011,"1","männlich",1,1
2017,"D","Charlina",2012,"2","weiblich",2,1
2017,"D","Charly",2000,"1","männlich",1,1
2017,"D","Charly",2002,"1","männlich",1,1
2017,"D","Charly",2003,"1","männlich",1,2
2017,"D","Charly",2004,"1","männlich",1,2
2017,"D","Charly",2005,"1","männlich",1,1
2017,"D","Charly",2006,"1","männlich",1,2
2017,"D","Charly",2007,"1","männlich",1,1
2017,"D","Charly",2009,"1","männlich",1,1
2017,"D","Charly",2010,"1","männlich",1,1
2017,"D","Charly",2011,"1","männlich",1,1
2017,"D","Charly",2012,"1","männlich",1,2
2017,"D","Charly",2013,"1","männlich",1,3
2017,"D","Charly",2014,"1","männlich",1,1
2017,"D","Charly",2015,"1","männlich",1,1
2017,"D","Charly (Carletto)",2011,"1","männlich",1,1
2017,"D","Charlyn",2011,"2","weiblich",2,1
2017,"D","Charo",2007,"2","weiblich",2,1
2017,"D","Chaska",2012,"1","männlich",1,1
2017,"D","Chasni",2012,"2","weiblich",2,1
2017,"D","Chatito",2011,"1","männlich",1,1
2017,"D","Chavez",2014,"1","männlich",1,1
2017,"D","Chaya",2003,"2","weiblich",2,1
2017,"D","Chaya",2009,"2","weiblich",2,1
2017,"D","Chayenne",2016,"2","weiblich",2,1
2017,"D","Che (Bandit)",2014,"1","männlich",1,1
2017,"D","Cheeky",2014,"2","weiblich",2,1
2017,"D","Chegue",2005,"1","männlich",1,1
2017,"D","Chela",2009,"2","weiblich",2,1
2017,"D","Chelsea",2010,"2","weiblich",2,1
2017,"D","Chelsea",2012,"2","weiblich",2,1
2017,"D","Chelsey",2010,"2","weiblich",2,1
2017,"D","Chenoa",2006,"2","weiblich",2,1
2017,"D","Cherie",2014,"2","weiblich",2,1
2017,"D","Cherie (Merlin Boy)",2011,"1","männlich",1,1
2017,"D","Cheronimo Fleur de feu",2016,"1","männlich",1,1
2017,"D","Cherry",2005,"2","weiblich",2,1
2017,"D","Cherry",2007,"1","männlich",1,1
2017,"D","Cherry",2016,"1","männlich",1,1
2017,"D","Chessy",2005,"2","weiblich",2,1
2017,"D","Chester",2003,"1","männlich",1,1
2017,"D","Chester",2012,"1","männlich",1,1
2017,"D","Chester",2014,"1","männlich",1,2
2017,"D","Chester von den Haslizwergen",2010,"1","männlich",1,1
2017,"D","Chesterfield",2003,"1","männlich",1,1
2017,"D","Chewbacca",2012,"2","weiblich",2,1
2017,"D","Chewbacca",2014,"1","männlich",1,1
2017,"D","Cheyenne",1999,"1","männlich",1,1
2017,"D","Cheyenne",2008,"2","weiblich",2,1
2017,"D","Cheyenne",2009,"2","weiblich",2,1
2017,"D","ChiChi",2012,"2","weiblich",2,1
2017,"D","Chiara",2003,"2","weiblich",2,2
2017,"D","Chiara",2004,"2","weiblich",2,1
2017,"D","Chiara",2005,"2","weiblich",2,2
2017,"D","Chiara",2006,"2","weiblich",2,2
2017,"D","Chiara",2007,"2","weiblich",2,3
2017,"D","Chiara",2008,"2","weiblich",2,1
2017,"D","Chiara",2009,"2","weiblich",2,1
2017,"D","Chiara",2012,"2","weiblich",2,1
2017,"D","Chiara Nora",2010,"2","weiblich",2,1
2017,"D","Chibi",2010,"2","weiblich",2,1
2017,"D","Chica",2002,"2","weiblich",2,1
2017,"D","Chica",2004,"2","weiblich",2,2
2017,"D","Chica",2005,"2","weiblich",2,1
2017,"D","Chica",2007,"2","weiblich",2,1
2017,"D","Chica",2008,"2","weiblich",2,1
2017,"D","Chica",2009,"2","weiblich",2,1
2017,"D","Chica",2011,"2","weiblich",2,1
2017,"D","Chica",2014,"2","weiblich",2,1
2017,"D","Chica",2015,"2","weiblich",2,1
2017,"D","Chicago",2003,"1","männlich",1,1
2017,"D","Chicao",2006,"1","männlich",1,1
2017,"D","Chicca",2001,"2","weiblich",2,1
2017,"D","Chicca",2003,"2","weiblich",2,2
2017,"D","Chicca",2009,"2","weiblich",2,1
2017,"D","Chicca",2015,"2","weiblich",2,1
2017,"D","Chicco",2002,"1","männlich",1,1
2017,"D","Chicco",2003,"1","männlich",1,1
2017,"D","Chicco",2004,"1","männlich",1,2
2017,"D","Chicco",2005,"1","männlich",1,3
2017,"D","Chicco",2007,"1","männlich",1,1
2017,"D","Chicco",2008,"1","männlich",1,1
2017,"D","Chicco",2009,"1","männlich",1,3
2017,"D","Chicco",2010,"1","männlich",1,2
2017,"D","Chicco",2011,"1","männlich",1,1
2017,"D","Chicco",2013,"1","männlich",1,1
2017,"D","Chicco",2016,"1","männlich",1,1
2017,"D","Chicho",2008,"1","männlich",1,1
2017,"D","Chicho",2010,"1","männlich",1,1
2017,"D","Chico",2003,"1","männlich",1,1
2017,"D","Chico",2004,"1","männlich",1,2
2017,"D","Chico",2005,"1","männlich",1,2
2017,"D","Chico",2007,"1","männlich",1,2
2017,"D","Chico",2008,"1","männlich",1,4
2017,"D","Chico",2009,"1","männlich",1,2
2017,"D","Chico",2010,"1","männlich",1,1
2017,"D","Chico",2011,"1","männlich",1,2
2017,"D","Chico",2014,"1","männlich",1,2
2017,"D","Chico",2015,"1","männlich",1,1
2017,"D","Chico",2016,"1","männlich",1,1
2017,"D","Chico (Pypo)",2008,"1","männlich",1,1
2017,"D","Chico Cooper",2009,"1","männlich",1,1
2017,"D","Chigi",2009,"2","weiblich",2,1
2017,"D","Chila",2008,"2","weiblich",2,1
2017,"D","Chili",2003,"2","weiblich",2,1
2017,"D","Chili",2005,"2","weiblich",2,2
2017,"D","Chili",2007,"2","weiblich",2,1
2017,"D","Chili",2015,"2","weiblich",2,1
2017,"D","Chili (Lea)",2008,"2","weiblich",2,1
2017,"D","Chili (Superflys Obsession)",2008,"1","männlich",1,1
2017,"D","Chili of Funny Paws",2011,"2","weiblich",2,1
2017,"D","Chilla",2005,"2","weiblich",2,1
2017,"D","Chilli",2005,"2","weiblich",2,1
2017,"D","Chilli",2007,"2","weiblich",2,1
2017,"D","Chilli",2010,"2","weiblich",2,1
2017,"D","Chilli",2015,"1","männlich",1,1
2017,"D","Chilly",2003,"2","weiblich",2,1
2017,"D","Chilly",2007,"2","weiblich",2,1
2017,"D","Chilly",2008,"2","weiblich",2,1
2017,"D","Chilly",2010,"2","weiblich",2,1
2017,"D","Chilly (Zamaoria)",2008,"2","weiblich",2,1
2017,"D","Chime",2008,"1","männlich",1,1
2017,"D","Chinchilli",2012,"2","weiblich",2,1
2017,"D","Chini",2011,"2","weiblich",2,1
2017,"D","Chino",2009,"1","männlich",1,1
2017,"D","Chipa (Carmina)",2011,"2","weiblich",2,1
2017,"D","Chips",2007,"2","weiblich",2,1
2017,"D","Chipsi",2004,"2","weiblich",2,1
2017,"D","Chipsy",2006,"1","männlich",1,1
2017,"D","Chipsy",2015,"2","weiblich",2,1
2017,"D","Chiquita",2010,"2","weiblich",2,1
2017,"D","Chiquita (Bambi)",2009,"2","weiblich",2,1
2017,"D","Chispa",2001,"2","weiblich",2,1
2017,"D","Chispi",2016,"2","weiblich",2,1
2017,"D","Chiuma",2004,"2","weiblich",2,1
2017,"D","Chivas of Greenparadise",2010,"1","männlich",1,1
2017,"D","Chiya",2009,"2","weiblich",2,1
2017,"D","Chiyo",2012,"2","weiblich",2,1
2017,"D","Chloe",2013,"2","weiblich",2,1
2017,"D","Chloé",2006,"2","weiblich",2,1
2017,"D","Chloé",2011,"2","weiblich",2,1
2017,"D","Choco",2005,"1","männlich",1,1
2017,"D","Chocolat",2007,"2","weiblich",2,1
2017,"D","Chogna",2004,"2","weiblich",2,1
2017,"D","Choise",2006,"2","weiblich",2,1
2017,"D","Choko",2010,"2","weiblich",2,1
2017,"D","Choosy",2005,"2","weiblich",2,1
2017,"D","Chorizo",2004,"1","männlich",1,1
2017,"D","Chou Chou",2008,"2","weiblich",2,1
2017,"D","Chou-Chou",2011,"2","weiblich",2,1
2017,"D","Chris",2005,"1","männlich",1,1
2017,"D","Chris",2012,"1","männlich",1,1
2017,"D","Chrystal",2015,"2","weiblich",2,1
2017,"D","Chucky",2007,"1","männlich",1,1
2017,"D","Chucky",2015,"1","männlich",1,1
2017,"D","Chula (Naomi)",2008,"2","weiblich",2,1
2017,"D","Chule",2012,"1","männlich",1,1
2017,"D","Chupa",2015,"1","männlich",1,1
2017,"D","Churchill (Maki von Càk)",2007,"1","männlich",1,1
2017,"D","Chusca",2013,"2","weiblich",2,1
2017,"D","Chuy",2010,"1","männlich",1,1
2017,"D","Chyna von Black-Daimen",2012,"2","weiblich",2,1
2017,"D","Ché",2014,"1","männlich",1,1
2017,"D","Cia Amari",2013,"2","weiblich",2,1
2017,"D","Cian",2006,"1","männlich",1,1
2017,"D","Ciara",2005,"2","weiblich",2,1
2017,"D","Cibai (Urumci",2008,"2","weiblich",2,1
2017,"D","Cibo",2004,"1","männlich",1,1
2017,"D","Cica",2015,"2","weiblich",2,1
2017,"D","Ciccio",2005,"1","männlich",1,1
2017,"D","Ciccio",2006,"1","männlich",1,1
2017,"D","Ciccio",2012,"1","männlich",1,2
2017,"D","Ciccio",2014,"1","männlich",1,1
2017,"D","Cicco",2014,"1","männlich",1,1
2017,"D","Cicco ll (Pippo)",2006,"1","männlich",1,1
2017,"D","Cicero",2016,"1","männlich",1,1
2017,"D","Cici (Inca)",2008,"2","weiblich",2,1
2017,"D","Cici Leone",2008,"1","männlich",1,1
2017,"D","Cico",2011,"1","männlich",1,1
2017,"D","Ciele",2006,"2","weiblich",2,1
2017,"D","Cifrino",2000,"2","weiblich",2,1
2017,"D","Cikito",2008,"1","männlich",1,1
2017,"D","Ciko",2016,"1","männlich",1,1
2017,"D","Cili (Clooney vom Sunnepaerkli",2016,"1","männlich",1,1
2017,"D","Cin-tsha",2005,"2","weiblich",2,1
2017,"D","Cina",2015,"2","weiblich",2,1
2017,"D","Cinamon",2006,"2","weiblich",2,1
2017,"D","Cinderella",2006,"2","weiblich",2,1
2017,"D","Cindy",2005,"2","weiblich",2,1
2017,"D","Cindy",2006,"2","weiblich",2,1
2017,"D","Cindy",2007,"2","weiblich",2,1
2017,"D","Cindy",2008,"2","weiblich",2,2
2017,"D","Cindy",2009,"2","weiblich",2,1
2017,"D","Cindy",2013,"2","weiblich",2,1
2017,"D","Cindy-Lou",2009,"2","weiblich",2,1
2017,"D","Cinja",2013,"2","weiblich",2,1
2017,"D","Cinthia",2010,"2","weiblich",2,1
2017,"D","Cinzia",2008,"2","weiblich",2,1
2017,"D","Cirby v. Försterhaus",2007,"1","männlich",1,1
2017,"D","Cirillo",2007,"1","männlich",1,1
2017,"D","Ciro",2013,"1","männlich",1,1
2017,"D","Cissy Fleur du Soleil",2012,"2","weiblich",2,1
2017,"D","Cito",2014,"1","männlich",1,1
2017,"D","Clara",2007,"2","weiblich",2,1
2017,"D","Clara",2014,"2","weiblich",2,1
2017,"D","Clark",2008,"1","männlich",1,1
2017,"D","Cle",2013,"2","weiblich",2,1
2017,"D","Cleo",2002,"2","weiblich",2,1
2017,"D","Cleo",2003,"2","weiblich",2,2
2017,"D","Cleo",2011,"2","weiblich",2,1
2017,"D","Clever Girl Cinta",2008,"2","weiblich",2,1
2017,"D","Cliff",2001,"1","männlich",1,1
2017,"D","Cliff-Lenox vom Samjr",2009,"1","männlich",1,1
2017,"D","Cliford",2011,"1","männlich",1,1
2017,"D","Clio von der weissen Wolke",2005,"2","weiblich",2,1
2017,"D","Cliquot (Pickwick)",2005,"1","männlich",1,1
2017,"D","Clive",2006,"1","männlich",1,1
2017,"D","Clochard (Calvin)",2007,"1","männlich",1,1
2017,"D","Cloe",2009,"2","weiblich",2,1
2017,"D","Cloud",2016,"1","männlich",1,1
2017,"D","Clóe",2014,"2","weiblich",2,1
2017,"D","CoCo",2015,"2","weiblich",2,1
2017,"D","Coca",2006,"2","weiblich",2,1
2017,"D","Cocco (Sunboy)",2008,"1","männlich",1,1
2017,"D","Cocky",2016,"1","männlich",1,1
2017,"D","Coco",2003,"2","weiblich",2,2
2017,"D","Coco",2007,"2","weiblich",2,1
2017,"D","Coco",2008,"1","männlich",1,1
2017,"D","Coco",2008,"2","weiblich",2,2
2017,"D","Coco",2010,"1","männlich",1,2
2017,"D","Coco",2010,"2","weiblich",2,2
2017,"D","Coco",2011,"2","weiblich",2,2
2017,"D","Coco",2012,"1","männlich",1,1
2017,"D","Coco",2012,"2","weiblich",2,1
2017,"D","Coco",2013,"1","männlich",1,2
2017,"D","Coco",2013,"2","weiblich",2,1
2017,"D","Coco",2014,"1","männlich",1,1
2017,"D","Coco",2014,"2","weiblich",2,2
2017,"D","Coco",2015,"2","weiblich",2,1
2017,"D","Coco",2016,"1","männlich",1,1
2017,"D","Coco (Ares)",2013,"1","männlich",1,1
2017,"D","Coco (Sindi)",2016,"2","weiblich",2,1
2017,"D","Coco Chanel",2010,"2","weiblich",2,1
2017,"D","Coco Chanel",2015,"2","weiblich",2,1
2017,"D","Coco v.d. Heiligen Pfählen",2016,"2","weiblich",2,1
2017,"D","Cocolino",2010,"1","männlich",1,1
2017,"D","Cocotte",2016,"2","weiblich",2,1
2017,"D","Cody",2008,"1","männlich",1,1
2017,"D","Cody (Captain Luka High Hopes)",2006,"1","männlich",1,1
2017,"D","Coeur",2002,"2","weiblich",2,1
2017,"D","Cokito",2014,"1","männlich",1,1
2017,"D","Cola",2008,"1","männlich",1,1
2017,"D","Cola",2010,"2","weiblich",2,1
2017,"D","Colani",2009,"1","männlich",1,1
2017,"D","Colin",2004,"1","männlich",1,1
2017,"D","Coline",2002,"2","weiblich",2,1
2017,"D","Colla",2005,"1","männlich",1,1
2017,"D","Collin",2009,"1","männlich",1,1
2017,"D","Colombo",2004,"1","männlich",1,1
2017,"D","Connor",2007,"2","weiblich",2,1
2017,"D","Constantin",2013,"1","männlich",1,1
2017,"D","Coockie",2006,"2","weiblich",2,1
2017,"D","Cook",2007,"1","männlich",1,1
2017,"D","Cookie",2006,"1","männlich",1,1
2017,"D","Cookie",2008,"1","männlich",1,1
2017,"D","Cookie",2014,"1","männlich",1,1
2017,"D","Cookie",2015,"2","weiblich",2,1
2017,"D","Cookie (Carla)",2012,"2","weiblich",2,1
2017,"D","Cooper",2006,"2","weiblich",2,1
2017,"D","Cooper",2010,"1","männlich",1,1
2017,"D","Cooper",2011,"1","männlich",1,1
2017,"D","Cooper",2013,"1","männlich",1,2
2017,"D","Cooper",2015,"1","männlich",1,1
2017,"D","Cooper vom Sonnenhügel",2010,"1","männlich",1,1
2017,"D","Copia",2007,"2","weiblich",2,1
2017,"D","Copper",2009,"1","männlich",1,1
2017,"D","Cora",2002,"2","weiblich",2,1
2017,"D","Cora",2003,"2","weiblich",2,1
2017,"D","Cora",2007,"2","weiblich",2,1
2017,"D","Cora",2008,"2","weiblich",2,1
2017,"D","Cora",2013,"2","weiblich",2,1
2017,"D","Cora-Lee",2013,"2","weiblich",2,1
2017,"D","Corazon",2009,"1","männlich",1,1
2017,"D","Cori (Corina)",2007,"2","weiblich",2,1
2017,"D","Corin",2007,"2","weiblich",2,1
2017,"D","Corona",2007,"2","weiblich",2,1
2017,"D","Cosima",2013,"2","weiblich",2,1
2017,"D","Cosimo",2005,"1","männlich",1,1
2017,"D","Cosita",2007,"2","weiblich",2,1
2017,"D","Cosita",2012,"2","weiblich",2,1
2017,"D","Cosmo",2004,"1","männlich",1,1
2017,"D","Cotton",2015,"2","weiblich",2,1
2017,"D","Courage",2003,"1","männlich",1,1
2017,"D","Cowboy Bill von Wasaland",2012,"1","männlich",1,1
2017,"D","Crasch",2009,"1","männlich",1,1
2017,"D","Crash",2013,"1","männlich",1,1
2017,"D","Crickett",2000,"2","weiblich",2,1
2017,"D","Cristal",2008,"2","weiblich",2,1
2017,"D","Crosby",2016,"2","weiblich",2,1
2017,"D","Crystal",2008,"2","weiblich",2,1
2017,"D","Csaba",2015,"1","männlich",1,2
2017,"D","Csali",2011,"2","weiblich",2,1
2017,"D","Csibesz",2016,"1","männlich",1,1
2017,"D","Csillag (Havy)",2016,"2","weiblich",2,1
2017,"D","Csodas",2009,"1","männlich",1,1
2017,"D","Csutak",2007,"2","weiblich",2,1
2017,"D","Cucciolo",2004,"1","männlich",1,1
2017,"D","Cucika",2012,"2","weiblich",2,1
2017,"D","Curly",2004,"2","weiblich",2,1
2017,"D","Curly Timmy von Happy Season",2009,"1","männlich",1,1
